3.7349 3.3496 9.8578
6.4788 4.7887 1.9355
0.31543 2.1756 1.9475
6.2042 1.103 4.6568
5.8713 7.517 0.29225
8.5944 0.98769 6.7484
2.6165 7.2167 3.1388
0.50908 2.2846 0.28705
6.2349 8.8447 9.3142
2.437 6.0812 2.1629
8.8423 8.953 1.326
0.088687 7.3464 6.7069
0.57275 7.8656 4.9278
2.3261 7.9544 1.3785
8.1905 4.7253 4.7053
5.3375 0.35947 2.5117
7.7024 4.5796 3.8817
4.9639 1.8006 3.5861
7.5711 6.0616 1.7839
2.006 8.3399 3.9604
5.0932 3.6907 4.2502
2.7261 5.2393 0.23203
6.8224 7.6671 0.072509
4.2106 0.51064 8.5448
4.209 4.7048 0.04193
3.4337 4.919 6.1238
1.1416 6.5233 5.6435
9.0382 1.4737 5.1489
0.68362 5.9472 7.2661
3.5052 8.213 1.7614
8.6298 0.48458 9.5908
1.1659 4.0134 8.4496
9.5759 5.3673 9.1807
0.73714 9.8097 1.3522
3.8309 7.6596 6.8533
9.4017 8.9158 1.1707
1.457 8.4811 1.4798
5.3495 7.4504 3.6403
0.3587 9.9125 6.2015
2.1524 5.6528 3.0236
1.7531 1.5098 9.3973
2.0953 0.19831 6.0122
5.0889 3.1121 8.9246
6.4962 9.5033 6.4211
1.6524 8.3574 3.1319
9.2101 3.8585 3.0913
7.078 5.6445 0.9585
7.9552 5.0025 5.8635
0.031943 1.0015 6.9167
9.9526 2.4393 9.6363
6.1922 3.387 8.1977
6.3219 8.6256 4.1949
2.0248 2.8131 4.1711
9.4653 5.1288 3.9548
7.4949 0.11182 2.0428
5.4614 1.1764 4.136
5.7365 3.6801 5.726
7.9818 3.0496 3.0601
0.52718 8.9441 4.5265
9.9915 5.9667 7.6475
9.6597 8.5309 4.8855
3.453 1.4953 0.51057
3.486 1.9856 6.1917
0.85555 7.4348 6.8786
6.9695 9.6861 0.03488
5.2039 7.9864 3.7725
7.0295 9.5789 3.6937
1.0931 5.561 3.855
6.284 0.8748 3.501
2.0028 8.713 1.922
2.7638 8.0558 3.6596
8.4779 7.2978 5.2618
8.9145 9.177 5.1538
2.1035 2.1165 1.5978
6.355 7.3848 6.5318
5.4034 8.2909 2.3584
7.0986 8.9825 4.6884
2.7855 1.1512 9.6241
4.9778 5.879 8.3984
2.9258 3.279 9.6951
0.63732 0.36422 8.4944
3.1185 5.9559 3.1057
1.5096 8.3244 4.0137
7.3707 6.3018 8.737
1.8233 1.3904 8.7524
8.6745 5.7936 9.4637
5.3274 6.2347 2.8715
5.164 9.1984 2.9024
6.6045 9.6239 7.2871
9.9509 9.7373 2.4905
3.546 8.0166 1.9138
4.5786 1.7332 7.6558
7.136 0.84508 7.2849
4.3679 8.1628 3.3475
8.4716 9.5134 1.8027
8.9255 9.567 4.4611
3.2158 3.4752 5.0993
8.7836 5.0978 5.3767
6.9237 1.9112 0.91778
2.2055 7.4845 1.5803
8.7445 2.361 5.2111
5.382 5.8676 7.6462
9.5218 3.215 6.7844
6.1649 7.599 0.084667
4.1658 8.3194 1.9921
3.9539 3.019 3.4362
8.991 2.8159 6.5829
7.6717 8.174 5.01
2.3808 5.7431 5.0156
3.1374 3.805 9.201
1.8946 5.9681 2.4668
0.87548 2.2965 3.7169
9.0786 2.4585 7.0708
1.2476 7.4108 5.9193
9.1461 0.80066 6.7428
1.8316 5.9127 2.7393
7.2468 8.9492 5.9679
8.1122 7.5197 5.2775
3.2121 5.5037 2.0174
9.3146 1.0477 1.9475
8.1349 3.8395 5.3617
4.7785 9.1618 7.0008
3.4093 1.15 7.5725
0.82179 9.7092 3.3702
8.1056 6.7089 1.4281
8.6001 2.1167 8.4548
2.819 3.8612 9.348
9.6198 1.285 4.9975
8.2501 5.3099 7.4093
7.5392 5.5866 1.578
8.2259 9.7736 0.35103
3.1504 0.51766 6.7615
8.3353 7.8419 6.9965
2.6922 6.2539 0.044203
4.6377 3.7488 2.3387
0.22757 5.9206 8.289
9.9486 7.0502 3.4858
5.0471 4.9518 0.13368
4.6694 7.0385 5.3811
1.2661 3.7656 7.2006
3.5446 2.9983 6.1013
1.7716 7.6797 4.8953
0.24913 8.4554 7.7587
6.0975 6.5187 7.6814
2.5761 6.3156 9.6402
3.1668 0.97985 0.78555
4.4699 4.2916 9.4072
5.0003 2.1403 5.9301
4.7272 3.6897 8.4488
5.9815 9.7498 3.9919
1.0642 8.0554 8.83
6.7372 2.9238 9.3794
4.1708 8.4203 4.8471
4.6738 5.7753 9.0354
8.6336 6.7801 4.0475
1.3469 0.30627 8.6699
8.6033 2.8182 6.4479
1.2045 7.623 8.0743
7.8831 2.4819 6.4293
0.90034 2.0133 3.4268
4.781 8.2518 9.2764
7.5969 7.0971 3.2084
5.0493 2.0156 3.4664
3.6205 4.2202 5.3034
1.7518 6.4234 2.2965
9.8735 8.3203 6.3947
6.836 8.2436 4.4878
3.4343 3.284 6.674
1.1507 9.5926 9.4723
4.2546 8.6986 5.7307
6.2327 9.6258 0.18943
9.4629 1.1363 6.0383
9.226 4.5108 1.6062
1.7878 9.2265 6.3132
1.3022 1.4592 3.1824
1.6662 2.7331 0.76472
2.852 5.2821 2.6662
0.72462 0.26518 8.5827
7.8352 6.6561 3.8439
4.7952 8.5515 0.89619
5.726 5.4326 8.6457
4.0363 9.5172 9.3902
6.0894 8.2646 6.3015
2.1045 3.9589 5.4154
3.3638 5.2887 9.0362
5.6106 9.9085 3.1329
2.7071 9.2781 1.8537
4.1012 6.4985 3.6167
0.75596 8.944 6.0795
1.8035 7.278 8.3708
2.4068 0.18331 7.8951
8.7557 0.1689 7.9788
7.3477 8.9362 7.9581
5.8639 4.2444 6.7317
2.6961 2.4182 3.7286
4.5535 1.8741 4.9631
2.5457 9.5753 3.2242
7.5426 6.9177 4.9084
1.3947 2.0924 9.7515
2.2924 2.1293 9.4871
4.8127 7.0054 8.5748
9.4599 7.8726 8.8364
2.6735 9.7162 5.4468
9.5902 0.26602 4.1156
1.2351 2.5697 4.6675
2.5096 3.458 2.9423
8.2165 3.8533 4.0106
7.8396 5.723 6.2273
9.8995 1.5755 6.8764
7.9086 8.7589 9.4854
1.5152 2.5305 8.5384
1.5856 7.484 6.8812
8.7348 1.8787 0.39946
7.3075 2.4798 3.6143
5.5297 1.0335 3.6359
3.5052 5.9842 2.5802
3.798 2.6557 3.2756
7.1103 9.8795 6.0353
7.1028 4.376 8.2401
1.511 3.9603 7.6625
1.1704 4.7534 3.5754
7.1329 5.5985 7.5497
1.1776 4.828 4.7774
2.5373 3.797 3.3609
7.2229 7.2267 0.18347
7.1025 2.614 3.2897
2.289 2.6611 8.8274
2.9884 8.6137 8.8207
5.5196 3.9098 4.676
6.38 6.2235 7.7203
4.4879 7.4893 9.1579
4.2985 8.5488 7.5921
2.8442 1.5155 9.9968
7.2906 2.1576 7.0209
6.1714 1.8581 4.4263
2.3466 1.9708 6.089
9.4107 3.575 0.47355
0.058648 8.201 8.4356
1.6486 2.2529 3.3355
8.9541 8.253 2.3459
5.1623 5.0254 8.9878
9.0761 3.6746 8.8867
4.7481 0.92621 2.6332
1.4768 8.3397 7.2084
4.7509 5.444 6.3614
7.4195 0.15449 6.2472
3.7831 2.5939 8.6556
1.1829 2.5222 4.3252
2.5648 0.025011 4.3898
4.599 1.0022 1.4759
7.9836 9.7492 0.83357
6.0929 3.2257 5.4765
3.5036 4.2567 5.7936
7.3128 4.2647 9.97
6.659 5.4257 3.5952
1.3428 9.5854 0.6649
2.0636 0.87043 1.8077
2.9841 4.7851 1.8981
6.5543 8.6498 2.2518
4.67 9.8149 0.32415
7.8525 9.9086 2.0058
1.597 7.6709 9.3497
6.0317 4.6772 8.7185
7.906 7.2803 7.834
2.9066 7.6728 0.8668
1.2327 7.6867 5.2073
0.32361 0.43354 3.0934
6.4079 1.0195 6.5141
9.3843 0.66011 0.12147
6.3285 0.0092815 4.8247
9.4899 0.72677 5.5065
4.3976 6.4783 0.47368
3.6499 2.4484 2.8105
2.0272 0.28319 4.6562
6.1454 2.9764 0.93661
2.622 5.3047 9.7985
4.2175 0.53441 5.5267
1.2664 6.6693 3.4607
2.4363 3.9727 7.5449
8.0312 2.8195 2.047
0.32227 2.896 8.9651
7.1733 8.9787 8.5063
0.75971 2.0306 3.6103
7.9014 1.8915 1.2453
7.8848 5.9914 5.6421
3.9389 9.1384 4.3328
6.0192 3.276 2.0393
7.7712 6.3275 3.3043
1.2227 4.6176 9.9341
2.3661 2.6371 6.3667
1.6811 3.0833 1.8577
5.7153 8.4059 8.6728
3.255 2.1127 8.1966
8.029 4.6033 7.9002
9.4427 5.7819 6.1159
7.3552 2.644 7.9932
7.6536 3.3141 3.4762
8.7191 1.1169 9.7654
5.7157 4.5211 1.5589
9.103 9.606 7.1934
0.68996 6.2893 3.6868
3.1291 9.4259 4.3967
0.30118 5.1138 8.1183
5.1962 1.5413 6.5386
3.6321 1.6818 3.1932
7.2945 5.7225 0.9524
8.9291 5.3036 5.0017
0.15848 5.6275 7.122
7.4863 2.6967 5.822
7.7343 0.026669 7.5817
1.2547 9.3244 1.8547
0.029377 7.4467 2.2858
3.4626 1.4006 6.5187
0.35374 7.034 3.4617
8.702 3.9393 0.67587
4.8466 0.94614 7.1197
4.9334 4.6503 1.5346
0.67476 4.5418 9.759
0.77838 4.1899 2.3799
3.2054 2.4351 4.0268
3.8169 2.6518 0.52348
9.9815 4.1584 9.8887
0.36819 9.7684 8.3309
6.6732 7.6402 4.7075
8.1449 4.6211 2.8818
5.5461 6.6724 8.6919
5.7171 1.2384 1.4124
5.4475 8.3686 1.889
5.8474 1.3176 7.3196
1.6995 3.096 7.502
2.2344 5.5886 2.2114
4.4004 0.42153 2.5869
7.7064 3.1162 8.8982
2.9503 0.97824 2.1832
6.4114 6.2607 7.4642
7.5272 8.6922 2.1288
4.6638 7.5283 4.3492
6.4221 6.4367 2.379
2.7982 4.2906 8.9688
4.4738 2.2298 9.8532
6.6377 7.4425 2.2723
0.57121 9.1683 8.0016
9.979 3.7587 9.3299
8.3014 3.4505 4.631
4.9643 6.0947 5.3392
9.5994 9.6697 1.6588
7.7902 3.3826 8.5008
3.2227 5.0526 3.975
0.69175 6.1085 0.27914
5.149 0.35023 0.27594
8.3018 9.0075 9.4658
3.2642 8.5826 6.5575
4.1267 1.8941 7.8362
2.6828 4.6328 0.9878
3.968 2.1757 7.417
3.18 1.6875 2.3773
0.10409 2.0459 2.3969
1.7482 8.5991 0.31437
6.2087 1.1006 6.6053
6.706 1.595 1.5473
7.6922 7.6862 6.7797
6.7827 9.2315 3.551
3.6314 6.0126 9.1361
2.1376 0.48599 4.0457
0.91035 4.3819 4.2547
6.8517 8.662 1.3735
1.6117 9.1744 9.8305
6.1923 5.861 5.4615
7.4448 1.5009 1.5464
1.7487 5.6177 8.8959
4.2262 1.2623 3.3166
3.4293 2.028 6.357
3.2006 0.98822 6.8701
1.5031 8.9317 2.8247
5.5021 8.1385 0.85284
1.1662 1.8882 4.4827
6.1153 1.3883 1.416
7.4696 2.8163 0.51844
3.7557 9.0296 2.6007
8.0874 6.0913 8.4663
4.8319 0.0011381 4.0434
2.1994 4.7431 1.6548
2.1096 2.1767 1.5923
1.2809 2.4426 8.2929
4.6958 5.4177 0.33721
9.4226 1.5409 0.033927
8.7185 7.9042 1.1182
5.9565 3.5967 7.7936
8.0585 9.9446 0.48156
0.82091 2.4883 8.2976
4.2222 3.3157 8.0573
7.1353 2.5454 4.0682
4.3833 9.0798 0.81125
7.493 3.9995 9.0017
6.8937 3.4066 7.3079
0.28127 2.6473 2.4699
2.5957 1.0901 7.1714
4.4128 9.1329 7.0566
8.6208 1.1654 1.3984
6.2504 0.37195 3.5211
5.5845 5.0585 1.8093
8.6109 0.65195 9.3261
7.0106 8.3237 6.719
5.4737 6.3622 2.7534
7.4322 3.5177 0.075642
8.5103 0.098091 9.4493
7.3278 0.57978 5.6796
5.9904 7.7092 1.3084
2.3871 2.9296 9.0716
5.5084 2.1272 8.9617
7.8355 6.9955 4.5832
0.16621 0.082372 5.789
2.561 5.9569 2.0312
9.5146 9.486 7.6392
1.3982 6.3585 2.8576
3.7343 6.1532 6.5902
2.8885 9.9584 0.13364
9.884 7.4438 7.555
4.892 6.8958 5.1448
8.5671 6.6817 4.9906
4.299 5.1845 2.6473
3.4361 0.04629 9.0266
5.8736 7.1393 1.657
7.8482 0.093695 6.7068
1.1982 5.1261 3.3125
6.0191 1.7275 5.9827
7.7132 2.6807 2.1028
0.76828 2.3942 1.2338
4.7246 9.9498 1.0181
2.7483 2.5826 2.7035
9.9887 3.1862 3.9767
7.18 3.3084 9.0894
5.7248 6.2795 2.4773
3.3784 3.4505 5.5234
6.1619 1.5148 6.5925
5.9885 9.9166 8.4963
6.9868 6.1171 0.56298
5.2551 5.5436 7.9278
3.4821 5.8899 4.4254
2.3563 3.7763 1.5839
2.3877 3.3097 2.4586
1.0141 6.7675 6.911
2.3366 2.7766 3.0529
3.1873 1.4029 4.6734
7.2345 7.5746 2.9327
3.6458 0.16656 8.0986
2.5377 6.0698 8.9908
8.2332 2.6014 0.91113
3.563 0.96524 3.8628
1.4619 5.9108 5.437
1.7091 2.4617 7.9345
5.924 5.8663 7.9937
8.6905 5.6613 8.3588
7.3687 0.90727 0.36611
8.6628 0.80857 2.1679
8.8731 1.0445 0.64121
0.0037344 5.9676 7.1619
3.4964 0.1968 5.4058
6.24 4.638 5.2439
4.9408 6.2825 3.6674
1.7285 8.2669 1.5906
4.2339 1.6467 6.8137
7.4668 3.2004 9.0425
5.56 7.9809 0.98894
7.9729 2.5309 0.41235
2.7344 6.5472 1.0596
6.0632 3.6367 9.6317
5.2552 4.1696 3.9632
4.6955 4.7383 6.9561
0.71612 0.94539 7.3226
4.2409 2.2945 0.050492
5.8248 0.22439 7.6923
7.6365 6.8635 8.079
4.6022 7.4874 5.0531
0.11653 8.1578 7.4543
2.3879 5.7501 5.3105
0.28245 1.8457 2.4089
0.17085 2.2591 2.1604
5.0062 2.7246 9.5446
6.8873 2.7147 9.0402
2.1599 1.9739 4.8982
2.4999 7.1614 9.6363
2.833 6.5051 0.69973
9.3307 8.0476 0.8457
9.4694 4.6692 3.1445
1.0582 3.9049 3.6798
4.7816 5.0411 5.4455
8.319 4.0143 1.1831
1.1111 0.12262 2.6293
9.6091 2.6111 0.71835
3.3571 2.0988 3.7362
3.073 5.6146 9.8244
2.2341 1.1969 1.9313
0.43691 5.3872 5.1459
1.7834 5.9705 0.60023
0.60287 8.946 0.16101
3.0723 8.0459 2.177
8.326 8.7234 8.4262
2.069 4.3209 6.5664
5.8927 6.5492 5.0488
6.5289 1.877 2.0079
8.7178 7.6609 2.6523
1.4848 9.5811 2.3381
7.9189 8.3179 5.9068
7.2135 3.1408 1.371
4.7052 9.7017 1.7832
1.9158 9.94 7.1476
3.8477 6.7908 5.8006
0.2199 6.2053 7.182
9.8614 8.4887 9.8827
4.6953 1.892 3.3445
0.93507 5.7955 2.9078
6.4663 6.5784 0.26956
5.9265 4.1088 8.919
8.7519 2.1099 1.0183
9.2074 1.1729 8.1865
2.4799 1.5705 3.1829
8.4266 9.0108 4.3977
4.6363 3.1659 1.112
4.7989 9.255 5.4978
1.7958 2.2318 9.907
4.4962 2.24 4.9299
2.9736 9.4958 4.7491
3.9168 9.8623 2.8744
4.4154 1.1412 1.7658
2.321 7.8308 5.5754
3.5109 7.7951 6.0574
1.7762 8.6987 3.8223
5.7025 0.86529 8.5855
0.71756 8.6076 6.0737
8.1048 6.5516 6.2198
8.6696 8.4626 2.242
3.5829 1.8493 0.53212
7.6712 9.7128 7.2737
7.8669 7.3192 6.7906
7.6522 8.5299 2.2577
4.4361 7.5338 9.7469
0.041779 9.9534 2.1427
2.6517 0.63773 0.99241
7.0122 9.7898 4.1593
2.5161 6.9453 6.6331
5.2571 4.1818 1.1079
7.8232 3.0749 3.9703
1.2629 0.028051 2.8384
6.8729 1.3608 3.0004
4.6457 7.5671 3.823
7.0402 7.4377 1.3596
5.7952 5.9117 3.0246
0.13364 3.6395 7.7822
6.0686 6.3295 6.1749
0.25338 4.3754 1.0633
0.99067 7.6575 0.50236
7.2154 2.5602 4.1956
1.821 4.9808 5.303
7.0741 7.5669 7.7526
3.108 6.1972 7.7061
1.0769 2.5261 0.63304
2.2038 0.85564 6.8159
6.0151 0.44361 7.1235
2.7746 4.3166 7.8131
0.16093 7.2219 0.094233
4.2792 6.8616 0.60033
6.3778 9.7368 1.9155
8.7327 8.7794 0.86898
8.066 1.0804 1.5875
1.585 3.3801 9.6673
8.9488 3.3512 9.6238
6.3431 5.29 4.6031
0.43174 5.8744 4.5269
1.9273 2.9899 8.9739
1.8403 5.9868 7.3018
4.9778 1.0886 0.88436
4.3285 6.5161 2.7787
7.138 4.4761 6.7295
0.27594 2.6603 5.2979
5.4173 8.3566 2.8732
4.6408 2.6429 0.2637
8.7887 8.6819 3.2057
9.9135 0.19337 7.5541
9.377 6.7303 7.5811
0.33198 4.9594 5.7107
4.0172 7.3195 0.112
1.8359 9.0499 6.038
6.6275 2.8935 9.4521
3.3279 8.2438 5.858
7.6094 3.6292 7.343
6.1967 6.2859 9.9672
7.7765 3.0369 2.262
9.3337 9.1603 9.4718
6.7874 1.8959 0.60149
4.3161 4.2748 6.7506
2.5014 7.9519 1.2549
0.67787 3.6015 5.8951
8.3421 3.1659 4.7995
4.5513 5.5931 8.991
5.5566 8.2459 8.6547
2.571 1.0886 6.3102
6.3345 6.0295 8.1134
9.461 6.0584 9.8995
4.1473 3.0822 0.31615
6.484 3.1784 4.254
9.7512 1.646 9.1659
0.14351 3.5523 0.998
6.5237 5.1159 3.9842
1.9869 8.2186 7.3249
3.1127 1.1649 6.2132
0.83541 7.5896 6.0377
4.6272 5.0686 6.2605
7.2898 3.4397 5.1303
3.095 8.3676 3.1645
1.2757 4.3027 7.0265
3.2298 6.1615 8.1566
8.0788 8.1921 4.0204
3.427 7.566 9.3273
6.3148 4.8677 0.023633
1.6388 9.4393 2.3119
9.2249 5.8199 3.7992
3.8205 6.2037 6.8758
4.5578 5.914 9.8013
7.0127 3.2691 1.2624
3.7914 4.0695 9.1777
6.9899 0.050053 8.0103
0.95685 9.8413 9.3999
2.3299 0.23639 1.5728
0.68489 3.2764 9.5285
0.0044496 1.5424 0.22831
6.9167 0.23228 0.35345
8.9237 3.609 7.4119
1.8922 0.6098 2.8171
5.5505 6.7039 2.6207
0.29935 0.28269 9.4188
8.6532 5.1575 8.6223
0.2144 0.076565 0.83544
7.9116 2.7859 5.8077
0.23904 9.6662 4.3548
0.49132 9.9767 7.4645
3.8869 7.9428 4.6704
4.3019 2.9294 2.9371
4.9159 0.80828 2.417
0.054045 6.4469 2.3253
8.198 1.1322 7.3958
3.1824 3.6589 4.9551
5.1947 5.0396 5.1024
7.5034 5.0341 7.7477
8.5268 7.3056 5.2879
0.74265 7.8009 7.3075
4.5292 3.4508 2.0961
5.8264 7.6421 8.1073
7.3445 8.5201 7.797
4.2636 8.4258 4.6671
0.27769 1.0874 5.0657
5.4426 9.6971 0.11019
9.9677 4.6523 9.693
7.7567 0.143 4.2127
6.0794 3.4664 0.012805
4.3228 4.8535 6.6868
7.2585 8.8349 4.9128
3.636 0.42716 6.0719
2.9268 7.2634 5.2866
2.8755 2.7065 7.4589
0.91281 6.0275 2.528
8.8762 9.3486 0.95019
8.221 7.5003 1.8238
8.7098 5.3564 9.3285
5.8926 6.9038 3.5038
5.2735 6.5037 7.1614
1.429 5.1714 2.8617
0.87182 6.2831 4.7088
1.9448 1.8552 2.9171
7.3017 0.75373 7.3265
4.239 1.3214 3.2142
7.9758 8.9775 0.33354
8.2497 2.6654 9.2616
8.5309 8.8257 1.242
6.8003 1.3427 2.5602
4.6368 0.62416 7.7356
7.2017 5.8325 1.8424
5.1298 4.9623 5.1925
0.34321 2.3207 9.7345
9.4143 8.3041 2.8022
0.74734 5.382 2.2794
0.41802 5.2851 0.70634
0.5301 7.7844 6.399
2.0998 5.1271 6.6264
5.2997 7.0918 3.9803
3.1345 4.893 7.5437
3.9866 2.1681 3.9252
1.5462 9.2394 0.26715
5.1963 7.6112 0.25243
3.7062 5.2985 7.4848
1.7657 4.4191 1.8823
0.73349 5.9167 2.3721
5.9891 0.58792 0.52747
9.498 4.4915 1.7014
7.1958 5.5166 3.3818
7.0521 5.6186 7.361
6.159 9.2881 0.13974
6.9889 9.7409 1.7168
6.8182 6.9842 7.1912
5.0181 4.9181 6.8405
4.6358 8.0557 6.9669
9.1767 9.313 0.81217
9.9369 5.7894 2.8985
7.5985 5.7993 2.6653
6.5618 9.9268 0.57288
4.6744 0.92534 1.064
4.9265 0.46909 3.7758
2.9391 8.8129 5.7143
8.369 3.2409 3.5621
0.60082 2.8495 2.2309
3.7185 3.0151 1.872
3.4109 8.3733 4.1202
1.2401 7.3254 9.8543
3.1582 8.8083 2.4359
5.1435 3.3525 1.1141
1.1336 8.0003 9.1781
6.039 3.5567 1.8393
8.8157 2.2179 8.8521
5.3111 7.5517 9.8816
6.676 3.4765 7.1661
3.6221 4.7637 6.1793
3.6747 3.0249 8.217
1.2535 3.3352 7.4656
0.40315 5.6702 6.6914
3.0387 6.6106 0.30329
5.9443 6.2983 6.631
7.859 2.4381 7.2705
2.7428 0.95987 6.5138
3.6518 1.4812 3.8766
2.9226 6.1068 5.9576
2.4794 7.9237 8.1453
0.46121 9.2371 1.2942
4.936 2.2907 7.7652
9.1446 1.149 7.4936
5.0701 7.7807 4.4288
3.2719 7.1702 3.3573
1.1937 0.69087 6.1947
3.8754 9.3284 4.4218
3.6327 3.7065 9.2398
1.3002 5.4706 4.8215
0.54577 4.9243 8.1053
1.0972 5.281 6.0723
4.8096 1.514 1.0055
8.8898 8.5299 0.037114
8.468 6.5427 4.4234
5.0738 8.0251 0.20074
5.9015 1.3716 7.6258
4.4075 8.0872 4.9408
5.8921 8.2241 7.6277
9.9985 2.9222 4.3463
5.8243 4.0786 6.659
7.4604 4.1919 2.4856
9.149 0.42193 9.4305
1.4338 5.4535 1.7313
8.8722 8.3232 5.3226
2.4016 2.7829 3.9044
5.5732 4.9184 5.9972
6.9339 7.4297 1.5796
6.1031 1.8441 5.5795
3.2307 9.0846 3.6128
6.7785 6.4591 3.7531
7.3944 6.3583 3.7886
9.5261 2.6508 4.2877
6.2239 3.2279 9.6948
4.8093 6.1252 0.25744
1.7925 4.1456 8.7958
0.33131 9.396 1.3224
9.4573 1.759 0.2839
0.35265 7.9329 5.2496
8.8925 4.3724 1.9099
4.8518 6.1752 7.3871
6.9306 8.4172 8.2889
9.977 9.2611 0.014805
2.4486 6.8757 1.2601
0.81052 3.327 1.8222
5.7651 1.9761 5.7671
9.9993 4.2218 9.8604
1.2296 6.219 9.8667
2.6295 6.2707 8.8804
9.0273 6.7236 5.5712
0.44172 6.6948 3.1988
9.5653 4.5881 6.0008
3.0094 2.9951 6.0382
3.528 2.0581 3.7652
2.2902 3.6542 9.8217
9.0454 6.2932 9.8194
1.8287 3.3075 0.71337
8.2083 1.2613 9.9581
6.4068 8.8055 2.1887
7.8836 4.5425 3.4261
9.3701 2.3008 3.6767
5.9714 9.8754 8.5364
3.2092 6.1811 7.5194
3.0402 9.9958 5.355
5.8451 1.3612 8.8773
3.6554 3.0699 7.5171
2.8118 5.0425 0.70683
5.3849 0.36239 3.614
4.0905 6.0607 4.9541
9.0343 2.6258 2.0471
6.4649 5.341 3.326
4.2098 2.8568 6.5954
7.1396 7.6863 7.9383
8.2967 0.90643 4.5464
4.5425 2.2035 6.8119
6.7084 9.4894 6.0972
2.936 8.3001 2.6239
9.6059 1.6454 0.67092
8.7503 5.3984 4.8337
1.7941 1.4616 4.3318
7.0167 6.5503 8.8187
8.1062 1.4048 4.6059
6.5658 5.0313 5.467
6.3112 5.5393 9.9241
8.8846 5.0098 5.4832
2.5496 4.3292 5.0046
1.3259 7.0142 7.2985
1.253 6.1001 4.5982
7.1256 9.5096 5.2648
2.7036 5.4254 1.5514
8.7258 4.6944 6.1864
5.2784 1.0457 4.9909
8.2384 7.3325 7.8905
4.9967 8.9452 2.6565
1.5261 2.3693 6.3163
4.0933 3.2116 9.4371
6.7522 9.3061 6.9308
5.5116 4.5393 6.9719
7.747 9.3915 4.1001
6.7749 7.1253 0.43972
4.2633 8.2674 4.668
8.8079 6.1555 5.1021
3.1447 7.6558 1.4526
9.0034 8.352 3.0423
